Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time,Ranks and Genre,Rank,Genre,Cluster,Cluster_overall
meri jeevan yatra hindi edition,a p j abdul kalam,4.6,534.0,501,product prabhat prakashan one leading publishing houses india prabhat prakashan glorious history 50 years publishing quality books almost streams literature viz children books fiction science quiz humanities personality development health dictionaries encyclopedias etc last 15 years prabhat prakashan continuously winning accolades excellence book publication,3 hours and 59 minutes,",#2,145 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#6 in Biographies of Activists,#2,652 in Biographies & Autobiographies (Books)",2145,"biographies autobiographies,biographies of activists",5,2
belt and road a chinese world order,bruno macaes,4.3,49.0,879,chinas belt road strategy acknowledged ambitious geopolitical initiative age covering almost 70 countries land sea affect every element global society shipping agriculture digital economy tourism politics culture importantly symbolizes new phase chinas ambitions superpower remake world economy crown beijing new center capitalism globalization,7 hours and 14 minutes,",#2,094 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Asia Politics & Government,#1 in Chinese History,#2 in International Economics",2094,"asia politics government,chinese history,international economics",7,1
vipassana dhyan hindi,osho,4.042091434576984,1481.8928778228142,167,vipassana sabse kimti dhyan hai iski vidhi hai sirph baithkar shvas ko dekhte rahna yah pranayam nahi hai shvas ki naisargik gati ko sakshibhav se dekhna hi vipassana hai tarh dekht-dekhte hi chitt ke sare rog tirohit ho jate hai sharir se sambandh tut jata hai ise aharnish kahi bhi kiya ja sakta hai,1 hour and 49 minutes,",#837 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#30 in Meditation (Audible Audiobooks & Originals),#1,977 in Personal Development & Self-Help",837,"meditation,personal development selfhelp",6,6
love in the time of cholera,gabriel garcía márquez,4.3,1432.0,952,audie award finalist classic 2014,15 hours and 41 minutes,",#1,990 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#27 in Family Life Fiction,#68 in Historical Fiction (Audible Audiobooks & Originals),#124 in Literary Fiction",1990,"family life fiction,historical fiction,literary fiction",0,5
rarang dhang marathi audiobook,prabhakar pendharkar,4.042091434576984,1481.8928778228142,375,border roads organization responsible building roads himalaya huge heights country perhaps build roads high altitude places always challenging tiring machines well humans low oxygen level zero temperature eccentric nature colossal snow piles roads unpredictable landslides factors affect human lives areas one side himalaya quirky nature another side diverse people tremendous guts always tussle nature human likewise tussle people different characteristics ’ one exciting story hero vishwanath civil engineer sacrifices highly paid job top company joins border roads organization vishwanath succeed achieving goal find listen audiobook,3 hours and 27 minutes,",#769 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#6 in Contemporary Fiction (Audible Audiobooks & Originals),#793 in Crime, Thriller & Mystery (Books),#1,361 in Contemporary Fiction (Books)",769,"contemporary fiction,contemporary fiction,crime",6,6
the z factor my journey as the wrong man at the right time,subhash chandra,4.5,190.0,668,pioneer gate-crashed way top subhash chandra promoter essel/zee group unlikely mogul hailing small town haryana family ran grain mills chandra perennial outsider repeatedly aiming high breaking businesses considered interloper starting work teen pay family debts chandra rely bluff gumption sheer hard toil turn things around little bit luck political patronage saw make fortune rice exports erstwhile ussr,8 hours and 29 minutes,",#1,941 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#30 in Biographies of Business Leaders,#48 in Entrepreneurship (Audible Audiobooks & Originals),#2,342 in Biographies & Autobiographies (Books)",1941,"biographies autobiographies,biographies of business leaders,entrepreneurship",6,9
rowley jeffersons awesome friendly adventure,jeff kinney,4.7,237.0,410,brought puffin,1 hour and 31 minutes,",#1,207 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#7 in Action & Adventure Fantasy for Children,#524 in Children's Comics & Graphic Novels,#808 in Children's Fantasy (Books)",1207,"action adventure fantasy for children,childrens comics graphic novels,childrens fantasy",8,2
what to expect when youre expecting,heidi murkoff,4.6,1481.8928778228144,1002,’ everything need know -- ’ wait find — amazing nine months conception birth beyond world ’ best-selling best-loved pregnancy guide heidi murkoff ’ expect ’ expecting audible ’ hear reassuring relatable voice expectant parents turn must-have advice information crave trust,32 hours and 43 minutes,",#730 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Pregnancy & Childbirth,#6 in Parenting Infants & Toddlers,#30 in Relationships",730,"parenting infants toddlers,pregnancy childbirth,relationships",2,4
the color purple,alice walker,4.6,2337.0,668,winner pulitzer prize national book award novel resilient courageous woman become broadway show cultural phenomenon,7 hours and 58 minutes,",#1,913 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in African American Literature,#62 in Historical Fiction (Audible Audiobooks & Originals),#116 in Literary Fiction",1913,"african american literature,historical fiction,literary fiction",4,8
rust in peace the inside story of the megadeth masterpiece,dave mustaine,4.2,7.0,500,featuring foreword slash,4 hours and 39 minutes,",#1,792 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Biographies of Composers & Musicians,#227 in Music Books",1792,"biographies of composers musicians,music books",2,7
happy why more or less everything is absolutely fine,derren brown,4.4,903.0,1093,brought penguin,14 hours and 32 minutes,",#1,591 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#243 in Personal Success,#3,486 in Personal Development & Self-Help,#17,756 in Textbooks & Study Guides",1591,"personal development selfhelp,personal success,textbooks study guides",8,0
alan turing the enigma,andrew hodges,4.0,1163.0,1138,listed one essential 50 books time guardian,30 hours and 40 minutes,",#1,975 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#11 in Machine Theory & AI,#13 in Biographies of Science & Technology Leaders,#173 in United States History (Books)",1975,"biographies of science technology leaders,machine theory ai,united states history",4,5
competitive strategy techniques for analyzing industries and competitors,michael e porter,4.6,308.0,836,nearing 60th printing english translated 19 languages michael e. porters competitive strategy transformed theory practice teaching business strategy throughout world,15 hours and 31 minutes,",#1,912 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#15 in Economic Theory (Audible Audiobooks & Originals),#98 in Theory & Philosophy,#99 in Business Management",1912,"business management,economic theory,theory philosophy",7,9
feel better in 5 your daily plan to supercharge your health,dr rangan chatterjee,4.6,1079.0,888,brought penguin,5 hours and 21 minutes,",#2,023 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#15 in Exercise & Fitness (Audible Audiobooks & Originals),#22 in Diets, Nutrition & Healthy Eating,#1,482 in Healthy Living & Wellness",2023,"diets,exercise fitness,healthy living wellness",8,4
ajaya pason ka khel,anand neelkantan,4.042091434576984,56.0,1338,mahabharata endures great epic india,28 hours and 5 minutes,",#664 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#41 in Literary Fiction,#3,388 in Literature & Fiction (Books)",664,"literary fiction,literature fiction",5,1
the secret wish list,preeti shenoy,4.3,581.0,668,true love really exist cliché single kiss really change life,7 hours and 42 minutes,",#2,114 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#21 in Indian Literature (Audible Audiobooks & Originals),#69 in Contemporary Romance (Audible Audiobooks & Originals),#715 in Anthologies (Books)",2114,"anthologies,contemporary romance,indian literature",2,9
gemina the illuminae files book 2,amie kaufman,4.7,523.0,721,hanna donnelly station captains pampered daughter nik malikov reluctant member notorious crime family,12 hours and 33 minutes,",#1,737 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Science Fiction for Teens,#50 in Science Fiction (Audible Audiobooks & Originals),#185 in Children's Science Fiction (Books)",1737,"childrens science fiction,science fiction,science fiction for teens",2,2
